N,P,K,temperature,humidity,ph,rainfall,label
21.83,41.22,32.2,26.6,75.96,6.44,67.81,mungbean
19.53,60.6,16.02,31.27,86.25,6.25,57.03,mungbean
19.67,48.66,16.12,32.68,68.7,6.64,55.44,blackgram
18.35,38.57,22.29,27.13,75.99,6.2,57.86,blackgram
26.78,52.08,28.74,25.45,73.0,6.8,61.79,blackgram
29.4,39.69,21.83,34.5,63.23,6.6,59.0,blackgram
22.39,36.83,16.33,27.0,81.73,6.96,73.3,blackgram
15.63,49.96,21.36,26.09,68.98,6.83,57.64,blackgram
18.91,54.66,19.9,36.25,70.81,5.88,76.65,blackgram
17.37,60.62,15.11,36.56,65.14,6.49,60.53,blackgram
27.64,58.49,25.7,32.4,73.83,5.53,57.71,blackgram
16.27,60.72,17.33,29.54,77.55,6.99,55.25,blackgram
29.5,57.8,20.75,35.0,82.03,5.89,72.88,blackgram
23.83,56.1,27.82,27.46,61.29,6.5,61.42,blackgram
22.77,35.3,29.5,30.15,84.33,6.77,67.74,blackgram
27.71,53.78,20.27,29.28,77.6,5.74,57.79,blackgram
15.41,38.61,21.58,35.95,67.11,6.77,79.63,blackgram
26.66,36.76,19.94,36.04,65.11,5.52,58.13,blackgram
16.75,39.69,34.14,32.81,67.4,6.16,65.3,blackgram
27.61,59.7,18.81,26.33,81.89,6.21,76.29,blackgram
22.94,57.32,18.66,30.79,67.28,6.06,61.12,blackgram
15.92,63.46,23.9,27.94,71.57,6.38,61.67,blackgram
27.5,64.37,18.79,35.62,77.64,6.87,75.21,blackgram
15.41,61.8,18.13,26.66,81.8,5.99,61.83,blackgram
17.08,38.99,16.92,25.65,76.46,6.37,55.07,blackgram
26.97,61.35,27.8,33.45,78.83,6.82,65.7,blackgram
21.97,60.16,27.24,30.44,64.33,6.66,55.31,blackgram
28.22,61.13,28.0,35.06,81.94,5.56,77.74,blackgram
24.53,39.55,30.47,25.9,66.89,6.91,71.05,blackgram
24.35,38.5,21.53,34.61,63.21,5.57,69.58,blackgram
19.38,62.71,33.37,25.45,84.41,6.38,60.04,blackgram
17.01,40.21,29.66,25.34,65.04,6.36,72.5,blackgram
29.42,46.06,31.09,30.54,63.42,6.68,71.93,blackgram
16.57,48.68,29.42,27.66,75.65,5.72,56.51,blackgram
22.94,38.73,22.17,32.12,67.97,5.77,77.02,blackgram
19.09,35.62,20.66,25.31,63.33,6.63,69.49,blackgram
18.96,64.82,23.45,25.42,75.03,5.72,74.81,blackgram
23.92,61.3,16.94,33.73,78.97,6.2,61.57,blackgram
26.97,62.37,24.03,27.52,79.83,6.6,58.05,blackgram
26.66,43.54,15.86,32.88,63.89,6.48,72.56,blackgram
28.03,41.6,15.08,34.0,73.92,5.82,74.85,blackgram
19.39,47.78,33.63,25.71,80.34,5.96,64.65,blackgram
21.99,48.6,28.79,34.24,64.03,6.95,55.59,blackgram
15.14,35.17,26.24,28.22,65.19,6.17,75.46,blackgram
26.2,58.38,21.82,29.67,60.06,5.57,60.15,blackgram
19.54,64.9,26.41,26.04,73.12,5.83,63.48,blackgram
23.42,50.86,32.83,35.06,64.87,6.01,70.71,blackgram
17.54,46.65,28.05,31.73,78.11,7.0,57.5,blackgram
27.29,46.78,27.05,31.06,84.06,5.95,56.8,blackgram
27.26,37.88,24.2,36.62,65.22,5.54,55.64,blackgram
28.16,42.98,21.91,29.01,76.23,6.27,77.92,blackgram
15.69,50.06,28.97,35.69,65.3,5.63,62.78,blackgram
29.89,47.96,34.62,33.64,60.45,5.91,71.52,blackgram
18.72,51.35,23.5,36.14,78.96,6.99,79.73,blackgram
19.64,60.47,22.84,35.89,70.85,6.56,71.74,blackgram
18.74,41.76,23.56,36.89,83.67,5.58,68.13,blackgram
19.01,35.83,23.51,26.58,73.36,6.17,68.02,blackgram
23.29,36.15,34.81,34.55,63.94,5.76,64.42,blackgram
18.6,39.03,29.14,34.65,71.24,5.68,69.99,blackgram
20.91,52.11,22.18,32.73,65.07,6.38,78.97,blackgram
24.83,59.25,22.43,28.35,81.95,6.26,74.7,blackgram
27.54,61.6,23.62,36.58,77.27,6.61,65.61,blackgram
25.39,54.05,15.73,27.45,68.53,6.84,63.31,blackgram
23.91,47.09,25.56,30.99,73.2,5.87,77.09,blackgram
17.22,39.64,31.23,31.26,76.74,6.88,58.39,blackgram
27.24,47.04,28.21,26.94,79.57,6.28,76.24,blackgram
15.56,44.97,18.97,33.67,62.0,5.89,61.38,blackgram
18.96,61.1,29.56,26.07,60.56,6.77,72.89,blackgram
15.86,49.6,29.39,33.32,62.86,5.55,75.16,blackgram
25.01,41.79,20.25,35.18,69.87,6.34,66.92,blackgram
20.53,43.66,27.46,29.19,71.67,6.58,59.81,blackgram
24.78,39.09,27.22,33.51,63.41,5.92,76.12,blackgram
20.21,62.56,31.8,26.88,70.28,6.8,64.19,blackgram
21.84,36.51,17.72,35.15,71.04,5.86,63.02,blackgram
21.87,35.39,18.9,36.42,62.73,6.76,67.75,blackgram
15.68,40.49,24.72,26.83,82.92,5.62,65.88,blackgram
21.45,59.33,15.88,33.3,74.98,5.74,72.08,blackgram
24.62,50.7,23.31,31.07,69.71,6.07,58.43,blackgram
23.19,53.78,30.76,31.38,72.67,6.78,65.89,blackgram
16.13,45.73,17.97,33.48,67.85,5.72,77.29,blackgram
25.02,37.06,24.2,30.86,81.36,6.81,55.9,blackgram
19.63,60.68,34.8,32.2,74.38,5.84,66.43,blackgram
15.22,40.76,25.12,27.77,72.37,6.18,71.51,blackgram
17.33,35.99,24.97,29.54,82.77,6.03,77.19,blackgram
22.46,52.18,26.18,35.38,80.95,5.68,69.84,blackgram
19.66,37.5,18.72,26.32,80.32,6.92,75.61,blackgram
25.42,37.87,17.94,32.17,65.64,6.16,60.57,blackgram
18.61,59.01,28.55,27.21,63.83,6.54,63.82,blackgram
26.59,49.75,22.92,35.16,77.25,6.36,78.55,blackgram
19.3,42.25,20.8,31.95,71.72,6.25,77.15,blackgram
24.31,45.46,15.63,29.84,77.09,6.42,68.95,blackgram
26.99,56.88,31.92,28.0,79.02,6.85,66.89,blackgram
20.78,36.99,15.65,30.24,67.38,6.55,66.28,blackgram
15.7,38.49,30.0,36.49,67.12,6.3,56.47,blackgram
23.03,53.49,22.64,31.11,72.27,6.47,77.31,blackgram
29.93,53.21,26.97,30.63,66.84,6.41,75.45,blackgram
29.53,64.17,19.95,33.96,76.68,6.15,66.41,blackgram
18.32,46.24,18.11,29.55,78.67,6.44,61.99,blackgram
26.34,36.95,25.67,30.13,71.8,6.17,63.57,blackgram
20.17,51.13,28.91,29.04,78.09,6.64,58.08,blackgram
17.4,54.15,18.91,26.81,72.76,6.95,73.04,blackgram
24.99,39.19,23.73,33.57,77.82,6.94,68.92,blackgram
22.51,51.59,23.89,35.48,65.62,6.73,60.85,blackgram
23.09,40.93,19.32,35.87,78.47,6.4,70.58,blackgram
27.41,60.34,26.3,35.57,77.88,6.62,79.48,blackgram
20.05,60.05,17.92,30.42,66.67,5.77,58.06,blackgram
25.01,47.89,25.19,28.41,73.9,6.22,66.46,blackgram
20.49,64.0,17.27,32.66,81.38,5.89,67.35,blackgram
15.64,64.39,24.71,36.46,66.24,5.51,59.17,blackgram
20.67,38.88,21.23,33.72,78.4,6.95,68.29,blackgram
29.25,46.03,24.04,30.94,83.85,6.8,70.15,blackgram
22.25,53.01,23.67,33.27,81.66,6.27,58.93,blackgram
16.62,37.55,33.16,34.27,70.04,5.88,58.87,blackgram
25.32,46.48,24.8,36.03,75.18,6.54,76.41,blackgram
29.45,42.84,31.37,34.16,84.79,6.15,62.78,blackgram
28.62,63.56,19.51,30.2,74.21,6.71,70.76,blackgram
23.58,47.35,22.04,28.28,62.88,7.0,70.67,blackgram
20.64,57.88,16.5,31.0,61.14,6.02,75.98,blackgram
23.71,46.6,23.41,28.94,79.76,5.87,73.5,blackgram
27.24,38.95,28.37,36.31,70.59,5.9,76.01,blackgram
27.92,60.89,31.76,31.1,66.17,5.64,70.63,blackgram
27.28,35.01,26.32,30.66,68.69,6.09,66.24,blackgram
17.87,64.04,20.35,19.71,67.49,6.55,52.6,lentil
17.58,69.81,17.64,20.07,66.88,6.54,51.38,lentil
18.37,64.46,23.65,19.54,60.11,6.89,49.28,lentil
12.59,56.79,20.94,12.5,79.64,7.43,38.08,lentil
18.48,62.02,16.44,17.59,72.13,7.23,35.97,lentil
17.79,51.6,23.47,19.08,68.05,6.85,48.08,lentil
10.69,54.43,23.07,18.95,70.88,7.47,47.85,lentil
15.5,58.35,17.6,13.26,60.81,6.93,42.39,lentil
25.04,54.04,23.96,12.17,63.47,6.78,44.45,lentil
21.56,69.07,23.51,13.94,72.47,6.93,44.78,lentil
26.12,69.91,26.6,15.76,70.29,6.71,39.8,lentil
20.85,57.42,20.42,16.89,75.74,7.39,41.28,lentil
27.08,64.18,18.73,20.04,73.17,6.86,43.37,lentil
25.92,58.16,29.27,19.23,72.03,7.16,47.06,lentil
11.97,52.79,23.42,18.11,76.31,6.89,54.12,lentil
29.54,56.74,15.41,13.16,61.37,7.4,45.77,lentil
10.29,54.67,27.31,15.75,73.82,7.14,49.62,lentil
21.94,56.56,17.95,14.03,74.31,6.99,51.14,lentil
25.85,54.3,26.79,12.82,65.5,6.63,37.27,lentil
16.64,52.25,25.58,10.12,63.91,7.4,48.06,lentil
21.97,54.35,29.53,14.07,64.28,7.05,44.64,lentil
17.24,68.12,29.48,13.07,63.96,6.79,46.45,lentil
11.21,51.7,19.12,16.86,70.48,7.38,35.77,lentil
10.17,56.5,26.5,10.75,62.71,6.55,53.12,lentil
11.9,60.57,19.75,13.25,73.19,6.81,54.06,lentil
11.97,57.09,24.44,10.54,62.1,7.04,35.07,lentil
22.22,60.35,23.97,17.7,60.54,6.84,39.26,lentil
20.52,50.87,15.82,16.82,66.39,6.98,38.6,lentil
19.11,62.97,15.08,14.05,63.84,6.76,50.63,lentil
23.84,61.27,15.87,11.77,79.77,6.63,46.96,lentil
10.34,63.62,16.92,21.5,66.06,6.54,38.55,lentil
15.42,61.35,18.86,17.01,64.44,6.66,51.28,lentil
25.55,58.76,28.6,18.15,63.94,7.45,42.07,lentil
28.2,57.0,22.78,16.38,67.48,7.08,44.22,lentil
18.77,54.53,26.95,19.68,72.12,6.99,42.75,lentil
11.63,60.0,27.57,20.76,75.64,6.88,45.43,lentil
25.97,50.52,26.02,14.59,67.29,7.21,44.6,lentil
27.7,56.56,20.87,18.28,72.52,6.64,40.49,lentil
18.27,63.56,27.96,12.76,69.64,6.78,43.49,lentil
14.87,52.17,26.13,17.82,76.93,7.16,53.17,lentil
10.88,51.26,26.15,14.79,71.38,6.98,45.06,lentil
21.82,63.04,28.52,10.08,65.8,7.27,53.33,lentil
28.2,57.96,23.98,21.47,74.07,7.4,46.0,lentil
23.56,66.04,22.93,20.42,76.4,7.32,50.38,lentil
16.34,68.75,28.35,13.49,69.31,6.68,40.87,lentil
22.86,69.14,21.82,21.97,79.74,6.59,50.81,lentil
26.64,58.51,27.17,13.81,77.58,6.67,40.29,lentil
19.52,55.29,15.81,15.51,63.94,7.28,35.39,lentil
26.39,62.17,15.02,20.22,75.74,7.41,38.21,lentil
17.84,62.56,22.92,13.66,72.02,7.43,35.43,lentil
16.97,62.45,16.1,15.41,70.7,6.8,53.94,lentil
21.66,56.44,29.65,17.99,70.28,7.34,55.0,lentil
19.29,51.28,15.08,11.57,77.07,7.04,50.24,lentil
29.54,54.2,25.77,15.07,72.22,7.32,37.16,lentil
20.33,53.09,18.65,13.71,70.75,7.05,52.98,lentil
17.7,52.48,29.51,18.12,60.98,6.65,49.88,lentil
17.9,68.53,20.72,11.63,68.97,6.58,41.64,lentil
20.96,50.28,15.41,12.79,78.16,7.46,45.05,lentil
17.1,62.04,15.4,18.54,74.23,6.93,48.24,lentil
24.46,68.95,23.3,11.87,61.02,6.85,35.48,lentil
17.61,57.2,29.8,15.06,77.68,6.86,45.03,lentil
17.68,60.54,29.7,18.55,76.53,6.88,49.65,lentil
22.34,63.92,20.06,19.19,70.93,7.44,38.76,lentil
11.22,56.34,22.24,11.14,60.45,6.56,43.88,lentil
23.11,59.55,16.51,20.22,71.25,6.62,45.65,lentil
20.1,66.34,22.83,18.69,61.09,7.29,49.71,lentil
19.06,64.91,24.0,14.07,66.41,7.05,54.29,lentil
24.39,66.17,18.77,19.17,72.58,6.63,51.97,lentil
25.17,69.75,24.18,18.74,78.26,6.53,47.43,lentil
26.93,57.41,28.5,17.21,67.16,6.72,46.67,lentil
17.5,64.94,15.01,16.7,77.2,6.76,47.06,lentil
16.54,62.06,18.43,18.82,78.37,6.51,45.9,lentil
24.29,63.33,18.15,21.99,60.42,6.72,36.19,lentil
21.64,64.8,16.86,16.94,64.79,7.24,48.97,lentil
22.64,64.99,17.49,19.7,74.2,7.36,49.33,lentil
21.11,67.71,24.39,18.93,75.14,7.4,45.25,lentil
25.45,56.99,16.54,20.27,67.85,6.89,52.41,lentil
13.8,63.07,26.08,21.45,73.14,6.82,48.45,lentil
21.11,55.61,28.31,12.32,72.24,7.5,42.25,lentil
13.16,61.89,28.9,11.99,74.8,7.27,35.39,lentil
18.15,65.02,24.9,17.04,74.37,7.04,36.18,lentil
23.28,65.82,17.96,15.39,61.72,6.75,42.04,lentil
19.86,58.4,16.28,16.85,63.17,6.82,44.24,lentil
17.59,60.17,18.48,19.58,62.65,7.02,38.34,lentil
27.7,56.68,29.43,21.18,78.65,7.04,38.79,lentil
25.46,53.38,29.44,15.01,78.27,6.51,39.6,lentil
20.53,55.21,20.73,18.62,75.95,7.46,50.61,lentil
29.0,68.24,19.89,12.36,62.33,7.08,50.43,lentil
18.49,56.18,22.65,16.41,71.49,7.09,42.66,lentil
25.76,69.5,19.38,10.26,63.74,6.71,38.45,lentil
13.36,54.83,29.69,16.05,67.37,7.26,37.22,lentil
15.72,64.46,18.32,16.54,65.34,7.24,36.74,lentil
16.76,61.48,20.54,18.83,76.58,6.6,42.83,lentil
12.12,63.94,21.44,17.79,62.89,7.09,35.91,lentil
20.04,62.88,16.88,14.3,72.92,7.16,41.67,lentil
13.85,64.13,20.74,10.07,79.68,7.34,54.23,lentil
22.68,68.11,27.85,11.39,73.74,6.71,45.15,lentil
13.8,61.27,17.11,21.68,61.58,7.38,51.45,lentil
12.47,51.36,23.76,21.07,78.16,6.96,37.59,lentil
29.38,55.42,21.1,13.9,72.86,6.6,40.36,lentil
23.16,64.16,17.56,13.11,69.13,6.61,53.93,lentil
28.73,59.88,15.19,15.24,73.19,6.7,42.67,lentil
19.8,60.97,19.1,18.28,77.58,6.78,47.97,lentil
10.67,61.93,15.93,14.28,69.54,7.0,54.52,lentil
21.49,57.65,20.65,10.81,70.63,7.25,46.02,lentil
21.17,65.48,27.15,14.83,69.05,6.69,41.11,lentil
10.3,64.47,25.8,13.13,61.45,7.49,45.64,lentil
27.22,64.29,29.21,13.9,75.74,6.66,36.09,lentil
22.4,64.31,21.41,11.96,62.53,7.1,37.25,lentil
24.89,67.81,25.62,17.91,67.89,7.43,35.14,lentil
19.88,61.91,24.98,16.32,67.74,7.33,52.68,lentil
22.37,69.34,18.26,13.25,65.6,7.15,48.43,lentil
15.15,52.38,19.55,16.65,68.05,7.22,40.97,lentil
29.48,62.64,22.95,15.91,72.36,6.63,39.42,lentil
18.01,64.34,26.95,19.55,66.23,6.51,48.66,lentil
13.25,59.54,21.93,21.47,63.45,6.93,53.39,lentil
11.12,55.76,18.42,11.57,77.39,6.59,40.98,lentil
22.72,61.0,29.9,20.61,79.42,6.86,41.43,lentil
29.67,57.29,16.73,18.46,69.17,6.72,52.08,lentil
27.92,68.18,29.34,18.31,66.54,7.42,52.87,lentil
28.71,39.92,19.88,29.73,86.87,6.28,116.81,pomegranate
19.4,31.75,35.1,25.1,89.52,6.61,119.83,pomegranate
16.8,26.29,23.85,32.65,94.24,5.97,114.83,pomegranate
21.6,36.27,27.08,28.37,90.04,5.94,117.6,pomegranate
19.44,15.6,20.57,33.22,95.24,6.26,107.64,pomegranate
28.26,35.86,32.15,21.49,87.3,6.84,109.19,pomegranate
15.55,27.43,34.53,21.33,92.87,6.88,115.03,pomegranate
24.51,31.83,23.49,25.93,95.76,7.45,127.87,pomegranate
28.59,24.35,38.63,18.09,91.05,5.9,113.73,pomegranate
29.65,24.22,15.77,30.47,92.61,6.29,111.24,pomegranate
24.75,15.79,18.32,23.33,89.33,7.43,123.57,pomegranate
29.25,25.59,29.72,28.03,93.26,6.88,128.73,pomegranate
16.13,25.21,32.54,19.26,95.0,6.68,116.48,pomegranate
20.39,20.62,21.27,21.07,92.73,6.58,105.22,pomegranate
15.13,21.18,28.85,29.21,95.3,5.65,122.2,pomegranate
29.72,29.6,22.96,23.5,91.48,7.29,115.38,pomegranate
28.54,22.94,28.85,21.86,91.35,6.75,121.84,pomegranate
15.42,35.76,31.48,22.12,88.35,6.64,111.94,pomegranate
15.27,17.78,39.32,21.87,92.81,6.58,105.06,pomegranate
20.5,29.44,26.39,29.21,94.7,6.28,113.61,pomegranate
18.88,19.0,31.21,21.02,92.11,6.01,122.62,pomegranate
27.7,28.21,29.45,24.53,87.56,7.01,114.83,pomegranate
17.41,28.81,22.94,30.38,90.99,6.52,110.48,pomegranate
26.86,31.06,21.33,27.25,93.32,5.57,116.6,pomegranate
23.32,25.69,39.7,28.75,95.33,6.3,123.81,pomegranate
20.66,27.74,20.17,22.52,86.72,7.36,107.99,pomegranate
17.19,19.52,34.76,34.79,86.4,6.25,122.29,pomegranate
29.97,26.58,18.66,25.45,89.54,6.33,121.68,pomegranate
24.27,24.33,35.11,23.17,86.38,6.75,114.27,pomegranate
21.59,31.65,19.64,34.28,95.78,7.1,129.26,pomegranate
20.57,25.87,39.18,29.8,89.67,6.84,127.37,pomegranate
28.59,34.48,32.15,29.05,90.87,7.2,112.9,pomegranate
27.32,25.65,17.25,33.96,87.5,5.73,105.78,pomegranate
27.17,20.89,32.33,19.05,89.94,7.35,112.71,pomegranate
24.24,21.84,30.09,33.08,95.83,7.31,110.12,pomegranate
28.32,16.13,23.44,30.2,90.38,6.54,118.68,pomegranate
19.49,28.5,21.52,24.48,85.1,6.75,127.97,pomegranate
25.56,35.77,32.97,22.61,87.67,5.93,126.76,pomegranate
21.07,34.23,33.53,19.89,95.76,6.4,112.65,pomegranate
24.0,25.94,23.18,34.94,95.88,5.91,115.71,pomegranate
29.97,19.9,36.91,20.55,87.32,5.54,105.91,pomegranate
29.77,36.59,21.72,22.67,91.77,7.46,118.6,pomegranate
22.69,16.42,16.75,30.44,85.85,6.02,106.58,pomegranate
23.61,24.98,30.0,30.78,91.35,6.69,128.47,pomegranate
28.46,36.42,17.68,20.89,86.39,6.1,126.67,pomegranate
29.78,24.83,21.92,32.65,94.01,6.24,110.35,pomegranate
26.68,17.95,27.68,27.19,95.34,6.3,122.48,pomegranate
15.98,21.65,22.16,33.27,86.9,6.17,119.2,pomegranate
19.84,30.0,20.37,19.57,90.09,6.77,125.03,pomegranate
28.45,18.8,32.58,18.77,86.12,7.42,116.89,pomegranate
26.53,31.37,28.67,29.47,88.73,6.36,109.79,pomegranate
26.13,25.95,35.99,20.7,85.72,7.45,121.0,pomegranate
25.02,23.36,29.53,27.45,87.91,6.84,107.01,pomegranate
21.23,21.02,27.09,18.25,95.89,6.71,119.61,pomegranate
21.05,35.58,21.53,32.04,85.49,5.97,110.32,pomegranate
27.13,24.92,34.8,34.19,94.45,5.63,122.12,pomegranate
19.41,33.46,19.92,33.1,85.85,7.2,125.7,pomegranate
25.27,26.01,21.06,35.25,90.82,6.65,107.74,pomegranate
25.89,17.3,36.04,34.26,89.97,6.33,115.01,pomegranate
27.67,26.01,33.53,25.99,95.25,7.12,123.34,pomegranate
19.8,27.69,30.32,25.17,87.19,6.12,109.09,pomegranate
26.13,26.45,15.97,34.13,86.98,7.07,119.16,pomegranate
16.6,35.41,18.18,34.68,93.24,6.16,121.8,pomegranate
17.07,37.77,27.5,35.51,92.98,7.34,113.87,pomegranate
21.26,34.67,33.66,31.83,92.69,6.04,125.8,pomegranate
15.83,29.57,26.6,21.64,85.29,5.78,117.77,pomegranate
29.22,28.54,15.43,35.01,87.86,6.9,120.67,pomegranate
28.53,31.12,19.61,35.05,94.24,5.83,108.52,pomegranate
15.73,22.2,29.72,29.99,91.61,7.4,105.58,pomegranate
27.57,35.3,32.36,33.43,91.62,6.81,106.27,pomegranate
22.63,36.42,15.84,28.1,88.26,5.96,127.6,pomegranate
25.53,21.68,16.08,34.99,87.86,5.92,127.07,pomegranate
28.3,37.57,21.53,19.69,95.41,7.35,125.19,pomegranate
23.65,36.22,17.09,33.55,93.01,6.72,109.99,pomegranate
16.74,25.61,28.55,19.0,86.4,7.29,118.14,pomegranate
15.04,37.73,18.09,24.1,95.31,5.72,124.9,pomegranate
22.45,18.01,31.21,20.44,91.41,7.35,121.87,pomegranate
29.24,15.7,34.43,26.62,88.67,6.54,107.89,pomegranate
23.59,23.7,39.26,22.18,89.37,6.84,127.39,pomegranate
20.59,29.14,38.71,35.14,92.98,6.25,109.02,pomegranate
15.46,23.79,21.83,28.07,89.14,5.62,109.29,pomegranate
28.72,38.55,15.74,34.16,91.37,7.42,127.53,pomegranate
19.91,21.37,23.24,23.01,92.82,7.49,117.12,pomegranate
25.57,22.03,32.71,18.47,87.15,6.23,114.32,pomegranate
25.41,30.87,16.5,31.96,95.39,7.39,118.84,pomegranate
18.81,15.1,23.99,30.64,88.92,5.84,129.53,pomegranate
15.96,33.19,22.45,27.82,89.61,5.81,107.99,pomegranate
20.78,24.44,20.48,32.68,92.68,5.65,123.92,pomegranate
19.76,39.44,32.65,33.12,91.7,6.28,113.36,pomegranate
25.5,32.29,31.48,28.58,89.84,5.6,107.93,pomegranate
27.3,16.31,28.39,35.39,92.15,6.29,115.55,pomegranate
18.34,17.32,37.77,30.95,94.93,5.78,118.72,pomegranate
22.92,17.2,17.58,30.18,93.8,6.96,110.15,pomegranate
15.61,38.82,18.74,24.51,94.07,7.17,115.13,pomegranate
18.21,32.1,24.59,18.04,87.84,6.88,120.89,pomegranate
26.43,25.69,31.4,22.34,89.61,5.9,119.41,pomegranate
26.9,20.01,29.6,31.75,91.09,7.03,123.08,pomegranate
26.65,36.84,16.85,30.78,85.49,6.0,125.91,pomegranate
17.14,20.04,38.96,23.96,93.47,7.02,115.23,pomegranate
23.27,32.67,22.63,29.26,88.56,6.63,115.57,pomegranate
21.34,34.08,23.97,21.52,88.11,6.23,117.42,pomegranate
29.87,22.37,30.59,22.75,87.85,5.67,119.16,pomegranate
24.81,27.62,38.63,35.05,88.12,7.16,107.71,pomegranate
29.03,20.57,31.57,25.44,88.72,7.38,112.82,pomegranate
17.18,24.47,38.87,22.41,91.65,6.83,109.3,pomegranate
21.76,39.13,19.69,26.77,91.42,7.43,114.65,pomegranate
26.57,32.33,30.47,24.97,87.81,7.37,129.33,pomegranate
20.52,36.17,35.72,31.13,87.27,5.89,119.57,pomegranate
24.49,28.51,27.73,35.32,94.09,6.96,115.73,pomegranate
22.68,20.98,24.05,28.65,86.02,6.2,119.15,pomegranate
29.88,32.82,39.62,28.64,90.64,6.48,121.73,pomegranate
17.61,27.51,18.52,24.57,90.73,5.81,115.87,pomegranate
29.03,19.42,25.27,28.16,91.32,7.45,116.19,pomegranate
21.02,25.31,36.83,23.75,94.74,6.95,122.54,pomegranate
22.02,30.87,37.51,18.02,91.86,6.03,106.52,pomegranate
22.93,33.38,39.51,33.59,95.71,6.24,118.5,pomegranate
18.98,21.08,37.12,25.73,94.58,6.34,118.68,pomegranate
29.45,36.9,16.27,26.86,87.36,7.0,123.92,pomegranate
28.67,24.49,38.24,19.5,87.65,7.35,129.57,pomegranate
29.59,21.78,25.7,33.07,88.79,6.14,124.89,pomegranate
110.23,75.44,47.11,28.76,87.27,6.37,148.74,banana
90.17,69.14,64.74,24.81,90.93,5.75,176.8,banana
115.3,84.19,41.43,26.16,85.78,5.99,169.77,banana
130.06,70.39,47.98,29.32,75.42,5.53,127.9,banana
135.94,63.4,48.04,27.19,83.49,5.51,168.79,banana
129.52,80.85,49.48,27.37,77.6,6.21,176.68,banana
91.34,80.52,57.12,30.38,75.81,5.62,120.58,banana
122.75,77.37,46.19,31.88,85.17,6.05,148.82,banana
132.81,78.72,51.51,28.52,88.21,6.2,122.54,banana
120.86,66.62,56.12,24.63,75.61,5.53,151.97,banana
121.15,76.05,48.06,24.82,88.32,5.95,107.49,banana
110.01,60.95,63.72,31.75,87.01,6.18,158.74,banana
118.22,64.92,64.49,29.43,87.78,6.39,133.59,banana
97.66,83.31,42.99,30.02,79.16,5.8,146.98,banana
85.33,78.48,48.6,29.41,81.69,6.47,102.07,banana
129.66,65.77,45.2,25.44,77.04,6.34,155.64,banana
136.59,62.78,44.67,27.59,79.06,6.15,139.68,banana
131.41,83.72,52.27,30.38,80.15,5.89,150.02,banana
100.03,62.8,54.1,30.93,80.43,6.21,125.25,banana
85.61,66.43,50.64,25.9,77.98,6.32,111.67,banana
96.81,64.57,46.81,28.77,78.21,5.8,134.83,banana
130.57,60.19,46.97,25.26,90.32,6.49,175.52,banana
119.35,67.85,64.8,31.67,88.33,6.41,118.22,banana
138.0,84.35,63.09,26.02,80.86,5.99,154.07,banana
100.56,68.55,41.9,29.81,91.11,6.22,103.99,banana
113.09,72.61,56.41,25.85,79.06,6.02,157.45,banana
127.4,78.65,51.42,28.93,81.92,6.26,119.07,banana
94.04,73.78,57.22,29.27,88.83,6.33,136.12,banana
137.85,78.59,54.92,26.63,82.53,5.52,129.42,banana
115.54,76.54,62.23,30.55,78.99,5.58,109.03,banana
80.47,75.21,41.67,31.08,81.27,5.84,127.65,banana
81.51,76.24,48.74,30.84,83.51,6.42,128.01,banana
132.93,79.98,64.64,26.65,85.55,5.9,141.77,banana
118.72,77.75,44.56,29.95,81.9,6.39,177.79,banana
125.78,79.79,43.18,28.48,82.33,5.96,137.6,banana
127.04,63.64,58.22,28.74,79.49,5.79,173.15,banana
105.23,76.94,59.44,27.82,84.1,6.4,136.92,banana
127.92,78.43,56.81,28.8,78.73,6.06,108.6,banana
136.25,67.5,59.4,25.09,89.75,5.86,118.41,banana
90.33,81.86,57.34,27.27,87.71,5.54,132.6,banana
125.85,67.62,43.39,25.42,81.97,5.61,126.03,banana
98.47,66.1,55.21,26.24,87.7,5.64,169.27,banana
99.29,81.68,59.42,25.02,75.12,5.86,154.29,banana
104.77,66.18,61.64,25.7,80.86,6.11,146.26,banana
131.82,70.39,46.16,30.26,82.49,5.81,139.3,banana
81.32,69.2,43.19,28.4,82.99,5.57,131.78,banana
106.04,82.45,59.53,24.19,87.73,5.76,148.98,banana
120.8,71.38,46.41,30.31,91.37,5.91,109.97,banana
86.62,77.36,40.8,31.28,81.46,6.49,113.0,banana
127.54,79.85,60.63,31.04,80.96,5.89,124.25,banana
136.51,75.7,52.65,30.58,85.38,5.59,113.69,banana
85.46,83.59,48.17,31.94,79.78,6.08,154.17,banana
89.18,80.06,40.29,28.69,77.4,6.42,101.98,banana
138.45,70.01,40.88,31.7,91.35,6.29,112.81,banana
91.87,83.77,59.82,31.59,88.76,6.34,172.21,banana
84.74,73.11,52.24,26.51,91.29,6.43,179.8,banana
137.13,60.56,43.74,30.91,78.7,6.14,139.01,banana
133.56,66.5,48.96,30.34,75.3,6.49,139.63,banana
119.34,75.54,44.13,30.21,82.43,5.53,161.87,banana
113.09,63.92,42.82,31.17,90.87,6.33,102.9,banana
135.15,74.6,46.91,27.07,77.35,6.36,134.16,banana
119.33,69.04,53.74,27.2,76.99,6.42,107.99,banana
119.5,73.36,45.25,29.12,76.17,5.98,132.07,banana
130.62,60.05,48.59,29.9,88.01,6.29,178.71,banana
119.19,81.21,51.95,31.04,88.36,5.7,160.29,banana
